Reference number,Economic city,District Name,Last activity date in years,Quarter,Land use,Contract value, Property area 
32019004026494,King Abdullah Economic City,Murooj,2019,4,Residential," 1,657,301 ", 407.70 
32019004026493,King Abdullah Economic City,Murooj,2019,4,Residential," 1,599,888 ", 704.00 
32019004026492,King Abdullah Economic City,Murooj,2019,4,Residential," 1,649,888 ", 704.00 
32019004026453,King Abdullah Economic City,Tanmiyah,2019,4,Industrial," 111,311,971 "," 463,799.88 "
32019004026452,King Abdullah Economic City,Murooj,2019,3,Residential," 598,888 "," 1,037.33 "
32019004026451,King Abdullah Economic City,Talah,2019,3,Residential," 465,000 ", 377.91 
32019004026450,King Abdullah Economic City,Talah,2019,3,Residential," 478,000 ", 381.49 
32019004026449,King Abdullah Economic City,Talah,2019,3,Residential," 578,000 ", 421.69 
32019004026448,King Abdullah Economic City,Talah,2019,3,Residential," 527,000 ", 416.32 
32019004026447,King Abdullah Economic City,Talah,2019,4,Residential," 440,000 ", 445.98 
32019004026446,King Abdullah Economic City,Talah,2019,4,Residential," 500,000 ", 487.50 
32019004026442,King Abdullah Economic City,Murooj,2019,3,Residential," 1,499,000 ", 407.70 
32019004026441,King Abdullah Economic City,Murooj,2019,3,Residential," 636,888 ", 434.59 
32019004026440,King Abdullah Economic City,Murooj,2019,4,Residential," 1,117,888 ", 704.00 
32019004026439,King Abdullah Economic City,Murooj,2019,4,Residential," 1,117,888 ", 704.00 
32019004026438,King Abdullah Economic City,Murooj,2019,4,Residential," 1,310,888 ", 293.47 
32019004026437,King Abdullah Economic City,Hareer,2021,3,Residential," 264,888 ", 62.14 
32019004026434,King Abdullah Economic City,Talah,2019,3,Residential," 462,000 ", 383.27 
32019004026433,King Abdullah Economic City,Talah,2019,3,Residential," 576,000 ", 427.76 
32019004026431,King Abdullah Economic City,Talah,2019,3,Residential," 538,000 ", 417.76 
32019004026429,King Abdullah Economic City,Talah,2019,3,Residential," 299,000 ", 266.03 
32019004026426,King Abdullah Economic City,Talah,2019,3,Residential," 317,000 ", 278.93 
32019004026423,King Abdullah Economic City,Talah,2019,3,Residential," 443,000 ", 360.00 
32019004026422,King Abdullah Economic City,Talah,2020,1,Residential," 443,000 ", 360.00 
32019004026421,King Abdullah Economic City,Talah,2019,4,Residential," 443,000 ", 360.00 
32019004026419,King Abdullah Economic City,Murooj,2019,4,Residential," 1,386,799 ", 173.47 
32019004026418,King Abdullah Economic City,Murooj,2019,3,Residential," 740,888 ", 125.84 
32019004026415,King Abdullah Economic City,Hareer,2019,3,Residential," 288,888 ", 62.14 
32019004026391,King Abdullah Economic City,Hareer,2019,3,Residential," 274,000 ", 62.14 
32019004026308,King Abdullah Economic City,Hareer,2019,3,Residential," 250,000 ", 62.14 
32019004026298,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 883,000 ", 96.24 
32019004026297,King Abdullah Economic City,Murooj,2019,3,Residential," 500,000 ", 892.83 
32019004026256,King Abdullah Economic City,Hareer,2019,3,Residential," 430,000 ", 96.14 
32019004026239,King Abdullah Economic City,Talah,2019,4,Residential," 441,000 ", 484.14 
32019004026235,King Abdullah Economic City,Hareer,2019,3,Residential," 518,634 ", 127.09 
32019004026221,King Abdullah Economic City,Murooj,2019,3,Residential," 677,888 ", 688.79 
32019004026220,King Abdullah Economic City,Murooj,2019,4,Residential," 1,286,888 ", 883.06 
32019004026219,King Abdullah Economic City,Murooj,2019,4,Residential," 1,999,888 ", 837.75 
32019004026214,King Abdullah Economic City,Murooj,2019,3,Residential," 1,210,888 ", 149.48 
32019004026178,King Abdullah Economic City,Murooj,2020,4,Residential," 999,888 ", 884.54 
32019004026177,King Abdullah Economic City,Murooj,2020,4,Residential," 1,256,888 "," 1,195.64 "
32019004026171,King Abdullah Economic City,Murooj,2019,3,Residential," 1,220,888 ", 145.54 
32019004026162,King Abdullah Economic City,Talah,2019,3,Residential," 344,000 ", 285.29 
32019004026161,King Abdullah Economic City,Murooj,2019,4,Residential," 789,888 ", 616.94 
32019004026160,King Abdullah Economic City,Murooj,2019,3,Residential," 1,170,888 ", 789.77 
32019004026159,King Abdullah Economic City,Murooj,2019,3,Residential," 1,084,888 "," 1,025.35 "
32019004026158,King Abdullah Economic City,Murooj,2019,4,Residential," 2,199,888 ", 960.80 
32019004026157,King Abdullah Economic City,Murooj,2020,4,Residential," 839,888 ", 674.37 
32019004026156,King Abdullah Economic City,Murooj,2021,2,Residential," 1,999,888 "," 1,075.33 "
32019004026155,King Abdullah Economic City,Murooj,2019,3,Residential," 839,888 ", 673.65 
32019004026154,King Abdullah Economic City,Murooj,2019,3,Residential," 1,429,888 "," 1,139.90 "
32019004026152,King Abdullah Economic City,Hareer,2019,3,Residential," 295,888 ", 62.14 
32019004026151,King Abdullah Economic City,Hareer,2019,3,Residential," 309,888 ", 62.14 
32019004026114,King Abdullah Economic City,Hareer,2019,3,Residential," 505,730 ", 127.09 
32019004026113,King Abdullah Economic City,Hareer,2019,3,Residential," 524,430 ", 127.09 
32019004026112,King Abdullah Economic City,Hareer,2019,3,Residential," 550,000 ", 127.09 
32019004026104,King Abdullah Economic City,Hareer,2019,3,Residential," 427,888 ", 96.14 
32019004026103,King Abdullah Economic City,Hareer,2019,3,Residential," 437,888 ", 96.14 
32019004026102,King Abdullah Economic City,Hareer,2019,3,Residential," 423,888 ", 96.14 
32019004026101,King Abdullah Economic City,Hareer,2020,4,Residential," 459,888 ", 96.14 
32019004026100,King Abdullah Economic City,Hareer,2019,3,Residential," 455,888 ", 96.14 
32019004026097,King Abdullah Economic City,Hareer,2020,2,Residential," 288,888 ", 62.14 
32019004026096,King Abdullah Economic City,Hareer,2019,4,Residential," 270,888 ", 62.14 
32019004026094,King Abdullah Economic City,Hareer,2019,3,Residential," 301,069 ", 62.14 
32019004026092,King Abdullah Economic City,Talah,2019,3,Residential," 450,000 ", 470.99 
32019004026091,King Abdullah Economic City,Talah,2019,3,Residential," 580,000 ", 599.16 
32019004026090,King Abdullah Economic City,Bay La Sun,2019,4,Residential," 551,110 ", 173.84 
32019004026089,King Abdullah Economic City,Murooj,2019,3,Residential," 1,909,888 "," 1,063.42 "
32019004026088,King Abdullah Economic City,Murooj,2019,4,Residential," 640,888 ", 99.28 
32019004026087,King Abdullah Economic City,Hareer,2019,3,Residential," 758,888 ", 163.19 
32019004026086,King Abdullah Economic City,Hareer,2019,4,Residential," 269,888 ", 62.14 
32019004026085,King Abdullah Economic City,Hareer,2021,1,Residential," 532,888 ", 127.09 
32019004026084,King Abdullah Economic City,Hareer,2021,1,Residential," 434,888 ", 96.14 
32019004026079,King Abdullah Economic City,Murooj,2019,3,Residential," 1,450,888 ", 194.22 
32019004026070,King Abdullah Economic City,Murooj,2019,3,Residential," 750,888 ", 490.39 
32019004026035,King Abdullah Economic City,Talah,2019,4,Residential," 492,000 ", 403.84 
32019004026034,King Abdullah Economic City,Talah,2019,3,Residential," 299,000 ", 266.69 
32019004026033,King Abdullah Economic City,Talah,2019,4,Residential," 451,000 ", 360.00 
32019004026032,King Abdullah Economic City,Talah,2019,3,Residential," 407,000 ", 333.72 
32019004026031,King Abdullah Economic City,Talah,2019,3,Residential," 425,000 ", 336.00 
32019004026030,King Abdullah Economic City,Talah,2019,4,Residential," 547,000 ", 432.31 
32019004026029,King Abdullah Economic City,Murooj,2019,3,Residential," 10,299,888 "," 2,059.79 "
32019004026022,King Abdullah Economic City,Hareer,2019,3,Residential," 265,000 ", 62.14 
32019004026006,King Abdullah Economic City,Bay La Sun,2020,1,Residential," 455,110 ", 82.58 
32019004026005,King Abdullah Economic City,Bay La Sun,2019,4,Residential," 672,888 ", 107.30 
32019004026004,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 563,888 ", 96.15 
32019004026003,King Abdullah Economic City,Bay La Sun,2020,4,Residential," 768,888 ", 139.64 
32019004026002,King Abdullah Economic City,Bay La Sun,2021,3,Residential," 396,888 ", 75.57 
32019004026000,King Abdullah Economic City,Murooj,2019,4,Residential," 1,844,549 ", 407.70 
32019004025998,King Abdullah Economic City,Murooj,2019,4,Residential," 668,888 ", 448.53 
32019004025984,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 883,000 ", 96.24 
32019004025963,King Abdullah Economic City,Murooj,2019,3,Residential," 642,888 ", 438.80 
32019004025962,King Abdullah Economic City,Talah,2021,3,Residential," 712,000 ", 530.52 
32019004025961,King Abdullah Economic City,Talah,2019,3,Residential," 493,000 ", 404.45 
32019004025960,King Abdullah Economic City,Talah,2019,4,Residential," 602,000 ", 489.32 
32019004025959,King Abdullah Economic City,Talah,2021,2,Residential," 799,000 ", 619.44 
32019004025958,King Abdullah Economic City,Talah,2021,2,Residential," 698,000 ", 569.02 
32019004025957,King Abdullah Economic City,Talah,2019,4,Residential," 370,000 ", 389.34 
32019004025955,King Abdullah Economic City,Hareer,2019,3,Residential," 565,888 ", 127.09 
32019004025952,King Abdullah Economic City,Murooj,2019,4,Residential," 2,126,888 ", 786.09 
32019004025951,King Abdullah Economic City,Murooj,2019,4,Residential," 2,127,888 ", 786.57 
32019004025950,King Abdullah Economic City,Murooj,2019,4,Residential," 919,888 ", 706.98 
32019004025948,King Abdullah Economic City,Hareer,2019,3,Residential," 300,888 ", 62.14 
32019004025940,King Abdullah Economic City,Talah,2019,3,Residential," 498,000 ", 405.05 
32019004025939,King Abdullah Economic City,Talah,2019,3,Residential," 600,000 ", 624.95 
32019004025938,King Abdullah Economic City,Murooj,2019,4,Residential," 1,099,888 ", 704.00 
32019004025936,King Abdullah Economic City,Murooj,2019,4,Residential," 1,693,888 ", 704.00 
32019004025810,King Abdullah Economic City,Talah,2019,4,Residential," 357,000 ", 289.77 
32019004025809,King Abdullah Economic City,Bay La Sun,2020,3,Residential," 1,851,888 ", 179.73 
32019004025808,King Abdullah Economic City,Bay La Sun,2021,3,Residential," 1,065,888 ", 116.54 
32019004025802,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 1,658,888 ", 196.84 
32019004025800,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,113,888 ", 124.75 
32019004025797,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 1,205,888 ", 124.75 
32019004025795,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,437,888 ", 167.49 
32019004025791,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,940,888 ", 253.07 
32019004025770,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,957,888 ", 283.59 
32019004025753,King Abdullah Economic City,Bay La Sun,2019,4,Residential," 2,005,888 ", 226.77 
32019004025752,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,482,888 ", 167.61 
32019004025750,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 1,395,888 ", 109.09 
32019004025749,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 1,784,888 ", 141.51 
32019004025748,King Abdullah Economic City,Bay La Sun,2019,4,Residential," 1,533,888 ", 119.16 
32019004025744,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 579,888 ", 60.17 
32019004025742,King Abdullah Economic City,Bay La Sun,2019,3,Residential," 2,400,888 ", 201.29 
32019004025739,King Abdullah Economic City,Bay La Sun,2019,4,Residential," 487,888 ", 60.17 
32019004025737,King Abdullah Economic City,Hareer,2019,3,Residential," 290,888 ", 62.14 
32019004025706,King Abdullah Economic City,Murooj,2019,4,Residential," 1,140,888 ", 254.09 
32019004025702,King Abdullah Economic City,Hareer,2020,3,Residential," 290,719 ", 62.14 
32019004025701,King Abdullah Economic City,Hareer,2020,3,Residential," 290,719 ", 62.14 
32019004025699,King Abdullah Economic City,Hareer,2020,3,Residential," 321,769 ", 62.14 
32019004025698,King Abdullah Economic City,Hareer,2020,3,Residential," 290,719 ", 62.14 
32019004025697,King Abdullah Economic City,Hareer,2020,3,Residential," 290,719 ", 62.14 
32019004025695,King Abdullah Economic City,Hareer,2020,3,Residential," 311,419 ", 62.14 
32019004025692,King Abdullah Economic City,Hareer,2020,3,Residential," 311,419 ", 62.14 
32019004025690,King Abdullah Economic City,Hareer,2020,3,Residential," 280,369 ", 62.14 
32019004025679,King Abdullah Economic City,Talah,2019,3,Residential," 775,000 ", 525.22 
32019004025677,King Abdullah Economic City,Talah,2019,3,Residential," 469,000 ", 378.00 
32019004025673,King Abdullah Economic City,Murooj,2019,2,Residential," 2,882,888 "," 1,155.74 "
32019004025659,King Abdullah Economic City,Murooj,2019,3,Residential," 2,049,888 "," 1,049.10 "
32019004025658,King Abdullah Economic City,Murooj,2019,4,Residential," 1,259,888 ", 870.01 
32019004025652,King Abdullah Economic City,Murooj,2020,3,Residential," 1,109,888 "," 1,009.26 "
32019004025650,King Abdullah Economic City,Murooj,2019,3,Residential," 647,888 ", 426.32 
32019004025649,King Abdullah Economic City,Talah,2019,4,Residential," 465,000 ", 378.02 
32019004025648,King Abdullah Economic City,Talah,2021,3,Residential," 465,000 ", 378.02 
32019004025646,King Abdullah Economic City,Murooj,2019,3,Residential," 1,649,888 "," 1,430.02 "
32019004025645,King Abdullah Economic City,Murooj,2021,3,Residential," 599,888 ", 448.74 
32019004025644,King Abdullah Economic City,Talah,2019,4,Residential," 465,000 ", 378.02 
32019004025642,King Abdullah Economic City,Talah,2019,3,Residential," 616,000 ", 496.06 
32019004025640,King Abdullah Economic City,Talah,2019,3,Residential," 437,000 ", 336.00 
32019004025639,King Abdullah Economic City,Talah,2019,3,Residential," 621,000 ", 491.33 
32019004025637,King Abdullah Economic City,Talah,2019,4,Residential," 466,000 ", 378.83 
32019004025636,King Abdullah Economic City,Talah,2019,2,Residential," 495,000 ", 402.27 
32019004025633,King Abdullah Economic City,Talah,2020,1,Residential," 471,000 ", 362.39 
32019004025615,King Abdullah Economic City,Murooj,2019,3,Residential," 664,888 ", 426.31 
32019004025614,King Abdullah Economic City,Talah,2019,3,Residential," 418,000 ", 377.23 
32019004025613,King Abdullah Economic City,Talah,2019,3,Residential," 640,000 ", 669.23 
32019004025600,King Abdullah Economic City,Murooj,2019,2,Residential," 1,279,888 ", 951.46 
32019004025592,King Abdullah Economic City,Talah,2019,3,Residential," 750,000 ", 755.67 
32019004025574,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025573,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025572,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025571,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025570,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025569,King Abdullah Economic City,Hareer,2019,4,Residential," 369,021 ", 62.14 
32019004025568,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025567,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025566,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025565,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025564,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025563,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025561,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025560,King Abdullah Economic City,Hareer,2019,4,Residential," 357,521 ", 62.14 
32019004025559,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025558,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025557,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025556,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025555,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025552,King Abdullah Economic City,Hareer,2019,4,Residential," 346,021 ", 62.14 
32019004025546,King Abdullah Economic City,Murooj,2021,1,Residential," 370,888 ", 51.83 
32019004025488,King Abdullah Economic City,Murooj,2019,2,Residential," 570,888 ", 98.04 
32019004025417,King Abdullah Economic City,Hareer,2019,4,Residential," 260,888 ", 62.14 
32019004025411,King Abdullah Economic City,Murooj,2019,3,Residential," 599,888 ", 428.70 
32019004025408,King Abdullah Economic City,Murooj,2019,3,Residential," 683,888 ", 450.09 
32019004025407,King Abdullah Economic City,Murooj,2019,3,Residential," 683,888 ", 450.11 
32019004025372,King Abdullah Economic City,Murooj,2019,4,Residential," 1,052,888 ", 704.00 
32019004025369,King Abdullah Economic City,Talah,2019,2,Residential," 311,299 ", 359.11 
32019004025368,King Abdullah Economic City,Talah,2019,2,Residential," 262,699 ", 302.50 
32019004025366,King Abdullah Economic City,Talah,2019,2,Residential," 262,699 ", 302.51 
32019004025365,King Abdullah Economic City,Talah,2019,2,Residential," 262,699 ", 302.50 
32019004025364,King Abdullah Economic City,Talah,2019,2,Residential," 345,499 ", 373.40 
32019004025363,King Abdullah Economic City,Talah,2019,2,Residential," 485,899 ", 539.75 
32019004025362,King Abdullah Economic City,Talah,2019,2,Residential," 349,099 ", 402.35 
32019004025361,King Abdullah Economic City,Talah,2019,2,Residential," 272,599 ", 302.50 
32019004025359,King Abdullah Economic City,Talah,2019,2,Residential," 341,899 ", 406.26 
32019004025358,King Abdullah Economic City,Talah,2019,2,Residential," 272,599 ", 302.51 
32019004025356,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025355,King Abdullah Economic City,Talah,2019,2,Residential," 262,699 ", 302.50 
32019004025354,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025353,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025352,King Abdullah Economic City,Talah,2019,2,Residential," 259,999 ", 300.02 
32019004025351,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025350,King Abdullah Economic City,Talah,2019,2,Residential," 263,599 ", 304.41 
32019004025349,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025338,King Abdullah Economic City,Talah,2019,2,Residential," 340,999 ", 405.00 
32019004025329,King Abdullah Economic City,Hareer,2020,3,Residential," 280,369 ", 62.14 
32019004025326,King Abdullah Economic City,Hareer,2020,3,Residential," 311,419 ", 62.14 
32019004025325,King Abdullah Economic City,Hareer,2020,3,Residential," 311,419 ", 62.14 
32019004025324,King Abdullah Economic City,Hareer,2020,3,Residential," 280,369 ", 62.14 
32019004025322,King Abdullah Economic City,Hareer,2020,3,Residential," 301,069 ", 62.14 
32019004025321,King Abdullah Economic City,Hareer,2020,3,Residential," 301,069 ", 62.14 
32019004025320,King Abdullah Economic City,Hareer,2020,3,Residential," 226,549 ", 62.14 
32019004025319,King Abdullah Economic City,Hareer,2020,3,Residential," 226,549 ", 62.14 
32019004025316,King Abdullah Economic City,Hareer,2020,3,Residential," 301,069 ", 62.14 
32019004025313,King Abdullah Economic City,Hareer,2020,3,Residential," 301,069 ", 62.14 
32019004025309,King Abdullah Economic City,Talah,2021,3,Residential," 577,000 ", 464.69 
32019004025306,King Abdullah Economic City,Talah,2019,3,Residential," 611,000 ", 427.76 
32019004025305,King Abdullah Economic City,Murooj,2019,2,Residential," 623,888 ", 425.85 
32019004025300,King Abdullah Economic City,Hareer,2019,4,Residential," 290,719 ", 62.14 
32019004025299,King Abdullah Economic City,Hareer,2019,3,Residential," 295,888 ", 62.14 
32019004025298,King Abdullah Economic City,Hareer,2019,3,Residential," 300,888 ", 62.14 
32019004025296,King Abdullah Economic City,Talah,2019,3,Residential," 505,000 ", 399.04 
32019004025295,King Abdullah Economic City,Murooj,2021,2,Residential," 2,309,888 "," 1,050.00 "
32019004025294,King Abdullah Economic City,Murooj,2019,4,Residential," 839,888 ", 662.65 
32019004025292,King Abdullah Economic City,Talah,2019,3,Residential," 534,000 ", 407.51 
32019004025291,King Abdullah Economic City,Talah,2019,2,Residential," 513,000 ", 591.34 
32019004025290,King Abdullah Economic City,Talah,2019,3,Residential," 461,000 ", 364.65 
32019004025289,King Abdullah Economic City,Talah,2019,2,Residential," 465,000 ", 378.00 
32019004025227,King Abdullah Economic City,Talah,2019,2,Residential," 472,000 ", 373.40 
32019004025171,King Abdullah Economic City,Hareer,2019,3,Industrial," 58,516,930 "," 102,661.00 "
32019004025162,King Abdullah Economic City,Talah,2019,2,Residential," 299,000 ", 278.80 
32019004025148,King Abdullah Economic City,Talah,2019,2,Residential," 497,000 ", 407.72 
32019004025147,King Abdullah Economic City,Talah,2019,2,Residential," 583,000 ", 465.53 
32019004024921,King Abdullah Economic City,Murooj,2019,3,Residential," 470,888 ", 71.11 
32019004024920,King Abdullah Economic City,Murooj,2019,3,Residential," 650,888 ", 96.05 
32019004024919,King Abdullah Economic City,Murooj,2019,3,Residential," 740,888 ", 125.94 
32019004024916,King Abdullah Economic City,Murooj,2019,3,Residential," 740,888 ", 125.84 
32019004024915,King Abdullah Economic City,Talah,2019,3,Residential," 792,000 ", 557.76 
32019004024914,King Abdullah Economic City,Murooj,2019,3,Residential," 750,888 ", 122.94 
32019004024913,King Abdullah Economic City,Talah,2019,3,Residential," 582,000 ", 443.80 
32019004024912,King Abdullah Economic City,Talah,2019,3,Residential," 496,000 ", 377.88 
32019004024909,King Abdullah Economic City,Talah,2019,3,Residential," 499,000 ", 381.61 
32019004024905,King Abdullah Economic City,Talah,2019,3,Residential," 506,000 ", 385.51 
32019004024903,King Abdullah Economic City,Talah,2019,3,Residential," 506,000 ", 384.56 
32019004024902,King Abdullah Economic City,Talah,2019,3,Residential," 498,000 ", 379.76 
32019004024901,King Abdullah Economic City,Talah,2019,3,Residential," 492,000 ", 375.24 
32019004024900,King Abdullah Economic City,Talah,2019,3,Residential," 640,000 ", 456.31 
32019004024899,King Abdullah Economic City,Talah,2019,3,Residential," 487,000 ", 370.98 
32019004024897,King Abdullah Economic City,Talah,2019,3,Residential," 481,000 ", 367.01 
32019004024896,King Abdullah Economic City,Talah,2019,3,Residential," 477,000 ", 363.30 
32019004024895,King Abdullah Economic City,Talah,2019,3,Residential," 490,000 ", 360.48 
32019004024894,King Abdullah Economic City,Talah,2019,3,Residential," 489,000 ", 360.13 
32019004024893,King Abdullah Economic City,Murooj,2019,2,Residential," 200,000 ", 656.74 
32019004024892,King Abdullah Economic City,Murooj,2019,4,Residential," 410,000 ", 403.74 
32019004024887,King Abdullah Economic City,Murooj,2020,2,Residential," 500,888 ", 71.17 
32019004024886,King Abdullah Economic City,Murooj,2019,4,Residential," 470,888 ", 71.11 
32019004024883,King Abdullah Economic City,Murooj,2019,2,Residential," 790,888 ", 126.83 
32019004024881,King Abdullah Economic City,Murooj,2019,2,Residential," 390,888 ", 51.83 
32019004024880,King Abdullah Economic City,Murooj,2019,3,Residential," 623,888 ", 429.74 
32019004024879,King Abdullah Economic City,Murooj,2019,3,Residential," 790,888 ", 126.83 
32019004024878,King Abdullah Economic City,Talah,2019,3,Residential," 489,000 ", 360.19 
32019004024875,King Abdullah Economic City,Murooj,2019,2,Residential," 469,888 ", 645.96 
32019004024874,King Abdullah Economic City,Murooj,2019,3,Residential," 294,888 ", 410.75 
32019004024873,King Abdullah Economic City,Murooj,2019,3,Residential," 347,888 ", 500.85 
32019004024872,King Abdullah Economic City,Hareer,2019,3,Residential," 427,888 ", 96.14 
32019004024866,King Abdullah Economic City,Murooj,2021,2,Residential," 341,888 ", 469.53 
32019004024865,King Abdullah Economic City,Murooj,2019,2,Residential," 599,888 ", 427.40 
32019004024864,King Abdullah Economic City,Murooj,2019,2,Residential," 376,888 ", 571.07 
32019004024863,King Abdullah Economic City,Murooj,2019,4,Residential," 423,888 ", 625.69 
32019004024862,King Abdullah Economic City,Murooj,2019,3,Residential," 264,888 ", 407.70 
32019004024859,King Abdullah Economic City,Murooj,2019,4,Residential," 2,555,888 "," 2,009.34 "
32019004024858,King Abdullah Economic City,Murooj,2019,2,Residential," 673,888 ", 451.26 
32019004024857,King Abdullah Economic City,Murooj,2020,2,Residential," 999,888 ", 871.05 
32019004024856,King Abdullah Economic City,Murooj,2019,2,Residential," 1,229,888 ", 980.32 
32019004024855,King Abdullah Economic City,Murooj,2019,2,Residential," 599,888 ", 464.68 
32019004024854,King Abdullah Economic City,Murooj,2019,3,Residential," 3,989,888 "," 1,697.58 "
32019004024853,King Abdullah Economic City,Murooj,2019,2,Residential," 2,279,888 "," 1,060.19 "
32019004024852,King Abdullah Economic City,Murooj,2019,3,Residential," 820,888 ", 443.92 
32019004024851,King Abdullah Economic City,Murooj,2019,3,Residential," 2,319,888 "," 1,448.39 "
32019004024850,King Abdullah Economic City,Murooj,2019,2,Residential," 2,699,888 "," 1,048.44 "
32019004024849,King Abdullah Economic City,Talah,2019,4,Residential," 400,000 ", 442.63 
32019004024848,King Abdullah Economic City,Talah,2019,2,Residential," 618,000 ", 429.02 
32019004024847,King Abdullah Economic City,Talah,2019,3,Residential," 799,000 ", 587.71 
32019004024846,King Abdullah Economic City,Talah,2019,2,Residential," 465,000 ", 378.00 
32019004024845,King Abdullah Economic City,Murooj,2019,2,Residential," 668,888 ", 456.33 
32019004024844,King Abdullah Economic City,Murooj,2020,4,Residential," 669,888 ", 456.73 
32019004024843,King Abdullah Economic City,Murooj,2021,3,Residential," 834,888 ", 464.63 
32019004024768,King Abdullah Economic City,Murooj,2019,2,Residential," 599,888 ", 465.64 
32019004024694,King Abdullah Economic City,Hejaz,2021,1,Residential," 409,836 ", 336.00 
32019004024688,King Abdullah Economic City,Murooj,2019,2,Residential," 1,633,888 "," 1,113.14 "
32019004024626,King Abdullah Economic City,Hareer,2019,2,Residential," 528,888 ", 127.09 
32019004024618,King Abdullah Economic City,Murooj,2019,2,Residential," 682,888 ", 457.44 
32019004024617,King Abdullah Economic City,Murooj,2019,2,Residential," 662,888 ", 432.61 
32019004024616,King Abdullah Economic City,Murooj,2019,2,Residential," 640,888 ", 437.44 
32019004024615,King Abdullah Economic City,Talah,2022,4,Residential," 433,000 ", 355.07 
32019004024595,King Abdullah Economic City,Murooj,2019,2,Residential," 1,090,888 ", 234.27 
32019004024594,King Abdullah Economic City,Murooj,2020,1,Residential," 1,070,888 ", 235.10 
32019004024593,King Abdullah Economic City,Murooj,2019,3,Residential," 1,240,888 ", 292.83 
32019004024592,King Abdullah Economic City,Murooj,2019,2,Residential," 1,170,888 ", 244.50 
32019004024591,King Abdullah Economic City,Murooj,2019,2,Residential," 1,100,888 ", 234.90 
32019004024589,King Abdullah Economic City,Murooj,2019,2,Residential," 1,120,888 ", 240.22 
32019004024588,King Abdullah Economic City,Murooj,2019,3,Residential," 1,170,888 ", 258.12 
32019004024493,King Abdullah Economic City,Murooj,2019,2,Residential," 1,100,888 ", 240.22 
32019004024490,King Abdullah Economic City,Murooj,2019,2,Residential," 1,130,888 ", 244.50 
32019004024489,King Abdullah Economic City,Murooj,2019,2,Residential," 300,000 ", 400.15 
32019004024487,King Abdullah Economic City,Murooj,2019,2,Residential," 300,000 ", 403.89 
32019004024476,King Abdullah Economic City,Murooj,2019,2,Residential," 912,888 ", 480.25 
32019004024474,King Abdullah Economic City,Murooj,2019,2,Residential," 857,888 ", 633.65 
32019004024473,King Abdullah Economic City,Murooj,2019,2,Residential," 655,888 ", 457.62 
32019004024472,King Abdullah Economic City,Murooj,2019,4,Residential," 1,566,888 "," 1,136.08 "
32019004024471,King Abdullah Economic City,Murooj,2020,2,Residential," 1,699,888 ", 704.00 
32019004024470,King Abdullah Economic City,Murooj,2019,2,Residential," 655,888 ", 455.88 
32019004024469,King Abdullah Economic City,Murooj,2020,2,Residential," 1,799,888 ", 704.00 
32019004024468,King Abdullah Economic City,Murooj,2019,2,Residential," 642,888 ", 438.80 
32019004024466,King Abdullah Economic City,Murooj,2019,2,Residential," 583,888 ", 398.47 
