Reference number,Economic city,District Name,Last activity date in years,Quarter,Land use,Contract value, Property area 
32022004040849,King Abdullah Economic City,Murooj,2022,4,Residential," 1,450,000 ", 631.75 
32022004040727,King Abdullah Economic City,Murooj,2022,4,Residential," 1,651,844 ", 633.40 
32022004040595,King Abdullah Economic City,Murooj,2022,4,Residential," 1,232,977 ", 254.09 
32022004040489,King Abdullah Economic City,Murooj,2022,4,Residential," 1,000,000 ", 704.00 
32022004040469,King Abdullah Economic City,Hejaz,2022,4,Residential," 409,836 ", 336.00 
32022004040457,King Abdullah Economic City,Murooj,2022,4,Residential," 2,269,888 "," 1,336.46 "
32022004040435,King Abdullah Economic City,Murooj,2022,4,Residential," 7,349,882 "," 1,584.13 "
32022004040428,King Abdullah Economic City,Talah,2022,4,Residential," 465,000 ", 378.00 
32022004040427,King Abdullah Economic City,Murooj,2022,4,Residential," 1,529,888 "," 1,221.56 "
32022004040426,King Abdullah Economic City,Murooj,2022,4,Residential," 1,174,677 ", 778.80 
32022004040399,King Abdullah Economic City,Bay La Sun,2022,4,Residential," 768,651 ", 96.24 
32022004040373,King Abdullah Economic City,Hareer,2022,4,Residential," 583,977 ", 127.09 
32022004040365,King Abdullah Economic City,Talah,2022,4,Residential," 580,500 ", 436.25 
32022004040363,King Abdullah Economic City,Hareer,2022,4,Residential," 501,270 ", 127.09 
32022004040351,King Abdullah Economic City,Talah,2022,4,Residential," 717,000 ", 509.35 
32022004040280,King Abdullah Economic City,Murooj,2022,4,Residential," 590,888 ", 99.81 
32022004040270,King Abdullah Economic City,Hareer,2022,4,Residential," 230,000 ", 62.14 
32022004040216,King Abdullah Economic City,Hareer,2022,4,Residential," 555,382 ", 127.09 
32022004040202,King Abdullah Economic City,Talah,2022,4,Residential," 290,000 ", 489.32 
32022004040197,King Abdullah Economic City,Talah,2022,4,Residential," 200,000 ", 271.67 
32022004040192,King Abdullah Economic City,Talah,2022,4,Residential," 292,888 ", 301.53 
32022004040181,King Abdullah Economic City,Murooj,2022,4,Residential," 5,499,877 "," 2,375.33 "
32022004040153,King Abdullah Economic City,Murooj,2022,4,Residential," 440,000 ", 466.95 
32022004040147,King Abdullah Economic City,Murooj,2022,4,Residential," 891,888 ", 481.97 
32022004040140,King Abdullah Economic City,Talah,2022,4,Residential," 328,900 ", 274.72 
32022004040139,King Abdullah Economic City,Murooj,2022,4,Residential," 1,200,000 ", 407.70 
32022004040127,King Abdullah Economic City,Bay La Sun,2022,4,Residential," 700,000 ", 120.84 
32022004040104,King Abdullah Economic City,Hareer,2022,4,Residential," 350,000 ", 96.14 
32022004040098,King Abdullah Economic City,Talah,2022,4,Residential," 332,000 ", 300.00 
32022004040085,King Abdullah Economic City,Hareer,2022,4,Residential," 323,021 ", 62.14 
32022004040077,King Abdullah Economic City,Murooj,2022,4,Residential," 563,780 ", 70.42 
32022004040053,King Abdullah Economic City,Bay La Sun,2022,4,Residential," 997,888 ", 139.05 
32022004040052,King Abdullah Economic City,Murooj,2022,4,Residential," 748,888 ", 426.32 
32022004040029,King Abdullah Economic City,Murooj,2022,4,Residential," 422,888 ", 47.26 
32022004040028,King Abdullah Economic City,Murooj,2022,4,Residential," 299,000 ", 41.30 
32022004040013,King Abdullah Economic City,Talah,2022,4,Residential," 607,500 ", 403.89 
32022004040002,King Abdullah Economic City,Hareer,2022,4,Residential," 572,977 ", 127.09 
32022004040001,King Abdullah Economic City,Hareer,2022,4,Residential," 605,977 ", 127.09 
32022004039999,King Abdullah Economic City,Hareer,2022,4,Residential," 594,977 ", 127.09 
32022004039997,King Abdullah Economic City,Hareer,2022,4,Residential," 550,977 ", 127.09 
32022004039994,King Abdullah Economic City,Hareer,2022,4,Residential," 583,977 ", 127.09 
32022004039993,King Abdullah Economic City,Hareer,2022,4,Residential," 539,977 ", 127.09 
32022004039991,King Abdullah Economic City,Hareer,2022,4,Residential," 616,977 ", 127.09 
32022004039990,King Abdullah Economic City,Hareer,2022,4,Residential," 572,977 ", 127.09 
32022004039989,King Abdullah Economic City,Hareer,2022,4,Residential," 510,620 ", 127.09 
32022004039943,King Abdullah Economic City,Murooj,2022,4,Residential," 1,066,888 ", 778.80 
32022004039918,King Abdullah Economic City,Murooj,2022,4,Residential," 349,313 ", 43.37 
32022004039871,King Abdullah Economic City,Hareer,2022,4,Residential," 462,679 ", 127.09 
32022004039870,King Abdullah Economic City,Talah,2022,4,Residential," 269,888 ", 300.01 
32022004039867,King Abdullah Economic City,Murooj,2022,4,Residential," 1,240,854 ", 407.70 
32022004039842,King Abdullah Economic City,Hareer,2022,4,Residential," 500,000 ", 127.09 
32022004039828,King Abdullah Economic City,Hareer,2022,4,Residential," 525,000 ", 127.09 
32022004039820,King Abdullah Economic City,Hareer,2022,3,Residential," 454,842 ", 127.09 
32022004039819,King Abdullah Economic City,Bay La Sun,2022,4,Residential," 1,300,571 ", 120.63 
32022004039790,King Abdullah Economic City,Hareer,2022,4,Residential," 500,000 ", 127.09 
32022004039739,King Abdullah Economic City,Hareer,2022,3,Residential," 583,977 ", 127.09 
32022004039738,King Abdullah Economic City,Murooj,2022,3,Residential," 2,999,888 "," 1,168.48 "
32022004039734,King Abdullah Economic City,Hareer,2022,3,Industrial," 61,683,182 "," 113,180.16 "
32022004039709,King Abdullah Economic City,Murooj,2022,3,Residential," 599,900 ", 428.50 
32022004039698,King Abdullah Economic City,Murooj,2022,3,Residential," 1,829,447 ", 592.33 
32022004039680,King Abdullah Economic City,Talah,2022,3,Residential," 553,500 ", 407.27 
32022004039679,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039633,King Abdullah Economic City,Murooj,2022,3,Residential," 1,972,177 ", 814.69 
32022004039626,King Abdullah Economic City,Murooj,2022,3,Residential," 1,067,888 ", 778.75 
32022004039625,King Abdullah Economic City,Murooj,2022,3,Residential," 1,557,888 ", 778.79 
32022004039621,King Abdullah Economic City,Hareer,2022,3,Residential," 647,187 ", 163.19 
32022004039620,King Abdullah Economic City,Murooj,2022,3,Residential," 873,166 ", 156.60 
32022004039608,King Abdullah Economic City,Talah,2022,4,Residential," 540,000 ", 398.83 
32022004039601,King Abdullah Economic City,Mustaqbal,2022,3,Industrial," 53,860,211 "," 103,811.74 "
32022004039600,King Abdullah Economic City,Mustaqbal,2022,3,Industrial," 53,208,048 "," 102,554.74 "
32022004039578,King Abdullah Economic City,Murooj,2022,3,Residential," 590,888 ", 70.37 
32022004039576,King Abdullah Economic City,Hareer,2022,3,Residential," 230,000 ", 62.14 
32022004039560,King Abdullah Economic City,Talah,2022,3,Residential," 482,888 ", 438.08 
32022004039555,King Abdullah Economic City,Murooj,2022,3,Residential," 13,027,888 "," 2,369.16 "
32022004039552,King Abdullah Economic City,Murooj,2022,3,Residential," 1,255,888 ", 966.03 
32022004039533,King Abdullah Economic City,Murooj,2022,4,Residential," 3,759,836 ", 643.66 
32022004039532,King Abdullah Economic City,Murooj,2022,4,Residential," 4,403,475 ", 783.73 
32022004039529,King Abdullah Economic City,Bay La Sun,2022,4,Residential," 799,900 ", 123.14 
32022004039524,King Abdullah Economic City,Talah,2022,4,Residential," 288,888 ", 300.30 
32022004039514,King Abdullah Economic City,Murooj,2022,4,Residential," 349,313 ", 43.37 
32022004039506,King Abdullah Economic City,Murooj,2022,3,Residential," 375,000 ", 70.79 
32022004039488,King Abdullah Economic City,Talah,2022,3,Residential," 512,000 ", 405.05 
32022004039486,King Abdullah Economic City,Murooj,2022,4,Residential," 2,911,200 ", 649.32 
32022004039475,King Abdullah Economic City,Hareer,2022,3,Residential," 821,577 ", 163.19 
32022004039471,King Abdullah Economic City,Murooj,2022,3,Residential," 739,888 ", 656.42 
32022004039458,King Abdullah Economic City,Hareer,2022,4,Residential," 519,970 ", 127.09 
32022004039457,King Abdullah Economic City,Murooj,2022,3,Residential," 1,342,977 ", 283.88 
32022004039456,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004039398,King Abdullah Economic City,Bay La Sun,2022,3,Residential," 1,197,547 ", 141.43 
32022004039394,King Abdullah Economic City,Murooj,2022,3,Residential," 659,965 ", 143.62 
32022004039393,King Abdullah Economic City,Hareer,2022,3,Industrial," 89,126,979 "," 169,423.42 "
32022004039359,King Abdullah Economic City,Bay La Sun,2022,3,Residential," 324,888 ", 59.71 
32022004039358,King Abdullah Economic City,Murooj,2022,3,Residential," 999,888 ", 704.00 
32022004039356,King Abdullah Economic City,Murooj,2022,3,Residential," 450,888 ", 71.11 
32022004039355,King Abdullah Economic City,Hareer,2022,3,Residential," 369,021 ", 62.14 
32022004039354,King Abdullah Economic City,Murooj,2022,4,Residential," 999,888 ", 226.54 
32022004039316,King Abdullah Economic City,Talah,2022,3,Residential," 442,888 ", 409.21 
32022004039299,King Abdullah Economic City,Talah,2022,3,Residential," 553,500 ", 413.44 
32022004039298,King Abdullah Economic City,Talah,2022,3,Residential," 634,500 ", 442.63 
32022004039297,King Abdullah Economic City,Talah,2022,3,Residential," 553,500 ", 393.15 
32022004039263,King Abdullah Economic City,Talah,2022,3,Residential," 306,888 ", 301.53 
32022004039242,King Abdullah Economic City,Murooj,2022,3,Residential," 582,888 ", 70.79 
32022004039198,King Abdullah Economic City,Hareer,2022,3,Residential," 616,977 ", 127.09 
32022004039197,King Abdullah Economic City,Hareer,2022,3,Residential," 530,888 ", 127.09 
32022004039196,King Abdullah Economic City,Hareer,2022,3,Residential," 530,888 ", 127.09 
32022004039195,King Abdullah Economic City,Hareer,2022,3,Residential," 583,977 ", 127.09 
32022004039194,King Abdullah Economic City,Hareer,2022,3,Residential," 583,977 ", 127.09 
32022004039193,King Abdullah Economic City,Hareer,2022,3,Residential," 561,977 ", 127.09 
32022004039192,King Abdullah Economic City,Talah,2022,3,Residential," 487,300 ", 360.00 
32022004039191,King Abdullah Economic City,Murooj,2022,3,Residential," 551,239 ", 121.69 
32022004039190,King Abdullah Economic City,Murooj,2022,3,Residential," 858,166 ", 149.48 
32022004039189,King Abdullah Economic City,Bay La Sun,2022,3,Residential," 1,303,178 ", 141.27 
32022004039186,King Abdullah Economic City,Hareer,2022,3,Residential," 505,888 ", 127.09 
32022004039182,King Abdullah Economic City,Murooj,2022,3,Residential," 347,490 ", 41.30 
32022004039175,King Abdullah Economic City,Hareer,2022,3,Residential," 530,021 ", 96.14 
32022004039172,King Abdullah Economic City,Murooj,2022,3,Residential," 555,100 ", 68.74 
32022004039167,King Abdullah Economic City,Murooj,2022,3,Residential," 1,517,000 ", 407.70 
32022004039165,King Abdullah Economic City,Murooj,2022,3,Residential," 1,880,549 ", 413.34 
32022004039163,King Abdullah Economic City,Hareer,2022,4,Residential," 561,977 ", 127.09 
32022004039155,King Abdullah Economic City,Hareer,2022,3,Residential," 553,021 ", 96.14 
32022004039154,King Abdullah Economic City,Hareer,2022,3,Residential," 518,521 ", 96.14 
32022004039152,King Abdullah Economic City,Hareer,2022,3,Residential," 484,021 ", 96.14 
32022004039150,King Abdullah Economic City,Hareer,2022,3,Residential," 484,021 ", 96.14 
32022004039149,King Abdullah Economic City,Hareer,2022,3,Residential," 507,021 ", 96.14 
32022004039148,King Abdullah Economic City,Talah,2022,3,Residential," 696,000 ", 518.17 
32022004039147,King Abdullah Economic City,Hareer,2022,3,Residential," 541,521 ", 96.14 
32022004039146,King Abdullah Economic City,Talah,2022,3,Residential," 510,400 ", 404.58 
32022004039145,King Abdullah Economic City,Hareer,2022,3,Residential," 507,021 ", 96.14 
32022004039144,King Abdullah Economic City,Talah,2022,3,Residential," 477,400 ", 378.00 
32022004039143,King Abdullah Economic City,Hareer,2022,3,Residential," 484,021 ", 96.14 
32022004039139,King Abdullah Economic City,Hareer,2022,3,Residential," 518,521 ", 96.14 
32022004039138,King Abdullah Economic City,Hareer,2022,3,Residential," 495,521 ", 96.14 
32022004039137,King Abdullah Economic City,Hareer,2022,3,Residential," 530,021 ", 96.14 
32022004039136,King Abdullah Economic City,Hareer,2022,3,Residential," 495,521 ", 96.14 
32022004039134,King Abdullah Economic City,Hareer,2022,3,Residential," 472,521 ", 96.14 
32022004039133,King Abdullah Economic City,Hareer,2022,3,Residential," 484,021 ", 96.14 
32022004039132,King Abdullah Economic City,Hareer,2022,3,Residential," 495,521 ", 96.14 
32022004039131,King Abdullah Economic City,Hareer,2022,3,Residential," 518,521 ", 96.14 
32022004039130,King Abdullah Economic City,Hareer,2022,3,Residential," 495,521 ", 96.14 
32022004039129,King Abdullah Economic City,Hareer,2022,3,Residential," 461,021 ", 96.14 
32022004039128,King Abdullah Economic City,Hareer,2022,3,Residential," 449,521 ", 96.14 
32022004039125,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004039124,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004039122,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004039120,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039119,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004039112,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004039111,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004039110,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039108,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039107,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039106,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004039105,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004039104,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039103,King Abdullah Economic City,Murooj,2022,3,Residential," 790,888 ", 125.84 
32022004039095,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039094,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039093,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004039092,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004039091,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004039090,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004039089,King Abdullah Economic City,Hareer,2022,3,Residential," 311,521 ", 62.14 
32022004039088,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039087,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039086,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004039085,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004039083,King Abdullah Economic City,Hareer,2022,3,Residential," 311,521 ", 62.14 
32022004039081,King Abdullah Economic City,Hareer,2022,3,Residential," 271,888 ", 62.14 
32022004039078,King Abdullah Economic City,Murooj,2022,3,Residential," 1,208,888 ", 778.78 
32022004039077,King Abdullah Economic City,Hareer,2022,3,Residential," 271,888 ", 62.14 
32022004039076,King Abdullah Economic City,Murooj,2022,3,Residential," 1,540,888 ", 778.82 
32022004039075,King Abdullah Economic City,Murooj,2022,3,Residential," 1,624,577 ", 778.80 
32022004039074,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039073,King Abdullah Economic City,Murooj,2022,3,Residential," 1,558,888 ", 753.27 
32022004039069,King Abdullah Economic City,Hareer,2022,3,Residential," 279,888 ", 62.14 
32022004039068,King Abdullah Economic City,Hareer,2022,3,Residential," 369,021 ", 62.14 
32022004039065,King Abdullah Economic City,Bay La Sun,2022,3,Residential," 1,549,888 ", 119.16 
32022004039064,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004039062,King Abdullah Economic City,Hareer,2022,2,Residential," 605,977 ", 127.09 
32022004038999,King Abdullah Economic City,Bay La Sun,2022,3,Residential," 1,104,529 ", 118.62 
32022004038998,King Abdullah Economic City,Murooj,2022,3,Residential," 832,284 ", 235.14 
32022004038989,King Abdullah Economic City,Murooj,2022,3,Residential," 1,308,877 ", 952.84 
32022004038978,King Abdullah Economic City,Murooj,2022,2,Residential," 976,677 ", 467.28 
32022004038968,King Abdullah Economic City,Bay La Sun,2022,2,Residential," 955,056 ", 123.25 
32022004038966,King Abdullah Economic City,Murooj,2022,3,Residential," 875,021 ", 121.76 
32022004038957,King Abdullah Economic City,Murooj,2022,4,Residential," 2,452,888 "," 1,907.40 "
32022004038955,King Abdullah Economic City,Murooj,2022,2,Residential," 1,098,888 ", 704.00 
32022004038954,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32022004038953,King Abdullah Economic City,Hareer,2022,3,Residential," 346,021 ", 62.14 
32022004038952,King Abdullah Economic City,Hareer,2022,4,Residential," 430,888 ", 96.14 
32022004038950,King Abdullah Economic City,Hareer,2022,2,Residential," 572,977 ", 127.09 
32022004038931,King Abdullah Economic City,Hareer,2022,2,Residential," 230,000 ", 62.14 
32022004038927,King Abdullah Economic City,Talah,2022,2,Residential," 434,000 ", 378.00 
32022004038915,King Abdullah Economic City,Murooj,2022,2,Residential," 2,166,877 "," 1,517.10 "
32022004038908,King Abdullah Economic City,Hareer,2022,2,Residential," 640,827 ", 163.19 
32022004038882,King Abdullah Economic City,Hareer,2022,2,Residential," 334,521 ", 62.14 
32022004038865,King Abdullah Economic City,Hareer,2022,3,Industrial," 44,267,229 "," 95,316.65 "
32022004038860,King Abdullah Economic City,Murooj,2022,2,Residential," 800,000 ", 273.67 
32022004038858,King Abdullah Economic City,Murooj,2022,2,Residential," 447,888 ", 47.26 
32022004038852,King Abdullah Economic City,Hareer,2022,2,Residential," 390,000 ", 96.14 
32022004038831,King Abdullah Economic City,Murooj,2022,2,Residential," 1,829,177 ", 833.51 
32022004038830,King Abdullah Economic City,Hareer,2022,3,Residential," 334,521 ", 62.14 
32022004038805,King Abdullah Economic City,Murooj,2022,2,Residential," 425,000 ", 562.62 
32022004038793,King Abdullah Economic City,Hareer,2022,2,Residential," 323,021 ", 62.14 
32022004038792,King Abdullah Economic City,Murooj,2022,3,Residential," 560,888 ", 96.05 
32022004038791,King Abdullah Economic City,Hareer,2022,3,Residential," 381,888 ", 96.14 
32022004038790,King Abdullah Economic City,Murooj,2022,2,Residential," 1,490,377 ", 850.95 
32022004038789,King Abdullah Economic City,Murooj,2022,2,Residential," 1,174,677 ", 778.80 
32022004038788,King Abdullah Economic City,Murooj,2022,2,Residential," 1,593,777 ", 753.27 
32022004038780,King Abdullah Economic City,Hareer,2022,2,Residential," 510,620 ", 127.09 
32022004038768,King Abdullah Economic City,Hareer,2022,2,Residential," 400,000 ", 96.14 
32022004038764,King Abdullah Economic City,Hareer,2022,2,Residential," 550,977 ", 127.09 
32022004038761,King Abdullah Economic City,Hareer,2022,2,Residential," 449,252 ", 127.09 
32022004038605,King Abdullah Economic City,Bay La Sun,2022,2,Residential," 931,000 ", 118.67 
32022004038587,King Abdullah Economic City,Hejaz,2022,2,Commercial, -   ," 345,760.86 "
32022004038586,King Abdullah Economic City,Hejaz,2022,2,Commercial, -   ," 2,900.93 "
32022004038584,King Abdullah Economic City,Hareer,2022,2,Residential," 457,200 ", 127.09 
32022004038580,King Abdullah Economic City,Hareer,2022,2,Residential," 250,000 ", 62.14 
32022004038571,King Abdullah Economic City,Hareer,2022,2,Residential," 519,970 ", 127.09 
32022004038570,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004038557,King Abdullah Economic City,Hejaz,2022,2,Commercial, -   ," 124,468.76 "
32022004038496,King Abdullah Economic City,Murooj,2022,2,Residential," 417,175 ", 425.51 
32022004038475,King Abdullah Economic City,Murooj,2022,2,Residential," 310,000 ", 411.82 
32022004038464,King Abdullah Economic City,Talah,2022,2,Residential," 351,799 ", 390.56 
32022004038458,King Abdullah Economic City,Hareer,2022,2,Residential," 280,000 ", 62.14 
32022004038448,King Abdullah Economic City,Talah,2022,2,Residential," 751,000 ", 606.60 
32022004038436,King Abdullah Economic City,Bay La Sun,2022,2,Residential," 600,000 ", 79.50 
32022004038434,King Abdullah Economic City,Murooj,2022,2,Residential," 310,000 ", 400.15 
32022004038386,King Abdullah Economic City,Murooj,2022,3,Residential," 929,888 ", 652.79 
32022004038385,King Abdullah Economic City,Murooj,2022,2,Residential," 1,663,888 "," 1,009.05 "
32022004038358,King Abdullah Economic City,Murooj,2022,2,Residential," 292,888 ", 407.70 
32022004038341,King Abdullah Economic City,Murooj,2022,2,Residential," 200,000 ", 407.70 
32022004038339,King Abdullah Economic City,Talah,2022,1,Residential," 423,799 ", 446.17 
32022004038334,King Abdullah Economic City,Murooj,2022,1,Residential," 817,177 ", 506.48 
32022004038327,King Abdullah Economic City,Hareer,2022,1,Residential," 334,521 ", 62.14 
32022004038324,King Abdullah Economic City,Murooj,2022,2,Residential," 534,261 ", 72.30 
32022004038313,King Abdullah Economic City,Murooj,2022,2,Residential," 744,470 ", 234.90 
32022004038279,King Abdullah Economic City,Bay La Sun,2022,2,Residential," 885,484 ", 125.08 
32022004038246,King Abdullah Economic City,Hareer,2022,1,Residential," 230,000 ", 62.14 
32022004038216,King Abdullah Economic City,Hareer,2022,1,Residential," 250,000 ", 62.14 
32022004038177,King Abdullah Economic City,Murooj,2022,1,Residential," 350,000 ", 403.89 
32022004038167,King Abdullah Economic City,Murooj,2022,3,Residential," 2,429,383 ", 966.87 
32022004038164,King Abdullah Economic City,Hareer,2022,1,Residential," 458,092 ", 96.14 
32022004038159,King Abdullah Economic City,Hareer,2022,2,Residential," 334,521 ", 62.14 
32022004038063,King Abdullah Economic City,Hareer,2022,1,Residential," 279,888 ", 62.14 
32022004038062,King Abdullah Economic City,Murooj,2022,1,Residential," 566,189 ", 125.84 
32022004038045,King Abdullah Economic City,Hareer,2022,1,Residential," 279,660 ", 62.14 
32022004038043,King Abdullah Economic City,Murooj,2022,1,Residential," 2,532,154 ", 764.72 
32022004038039,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 977,160 ", 146.32 
32022004038038,King Abdullah Economic City,Hareer,2022,1,Residential," 550,830 ", 163.19 
32022004038037,King Abdullah Economic City,Hejaz,2022,2,Residential," 509,234 ", 417.75 
32022004038035,King Abdullah Economic City,Murooj,2022,1,Residential," 979,888 ", 707.49 
32022004038034,King Abdullah Economic City,Talah,2022,1,Residential," 475,000 ", 390.42 
32022004038027,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 883,446 ", 68.62 
32022004038026,King Abdullah Economic City,Murooj,2022,2,Residential," 1,623,888 ", 826.00 
32022004038021,King Abdullah Economic City,Talah,2022,4,Residential," 343,699 ", 408.03 
32022004038006,King Abdullah Economic City,Hareer,2022,1,Residential," 583,977 ", 127.09 
32022004038004,King Abdullah Economic City,Hareer,2022,1,Residential," 301,069 ", 62.14 
32022004038003,King Abdullah Economic City,Talah,2022,1,Residential," 469,000 ", 384.72 
32022004038001,King Abdullah Economic City,Talah,2022,1,Residential," 576,400 ", 456.73 
32022004038000,King Abdullah Economic City,Murooj,2022,1,Residential," 525,525 ", 68.74 
32022004037998,King Abdullah Economic City,Talah,2022,2,Residential," 493,000 ", 405.11 
32022004037997,King Abdullah Economic City,Hareer,2022,1,Residential," 240,000 ", 62.14 
32022004037996,King Abdullah Economic City,Murooj,2022,1,Residential," 320,000 ", 417.63 
32022004037995,King Abdullah Economic City,Murooj,2022,1,Residential," 323,000 ", 482.16 
32022004037994,King Abdullah Economic City,Murooj,2022,1,Residential," 300,000 ", 400.15 
32022004037937,King Abdullah Economic City,Murooj,2022,1,Residential," 600,000 ", 644.58 
32022004037932,King Abdullah Economic City,Murooj,2022,1,Residential," 260,000 ", 407.70 
32022004037915,King Abdullah Economic City,Murooj,2022,1,Residential," 350,000 ", 423.13 
32022004037900,King Abdullah Economic City,Murooj,2022,1,Residential," 290,000 ", 41.30 
32022004037899,King Abdullah Economic City,Murooj,2022,1,Residential," 470,000 ", 126.39 
32022004037871,King Abdullah Economic City,Talah,2022,2,Residential," 223,144 ", 253.71 
32022004037858,King Abdullah Economic City,Hareer,2022,1,Residential," 290,888 ", 62.14 
32022004037846,King Abdullah Economic City,Hareer,2022,1,Residential," 334,521 ", 62.14 
32022004037845,King Abdullah Economic City,Murooj,2022,2,Residential," 574,560 ", 72.23 
32022004037844,King Abdullah Economic City,Murooj,2022,1,Residential," 750,888 ", 126.39 
32022004037806,King Abdullah Economic City,Murooj,2022,1,Residential," 4,000,000 "," 1,222.46 "
32022004037793,King Abdullah Economic City,Talah,2022,1,Residential," 567,000 ", 437.50 
32022004037791,King Abdullah Economic City,Hejaz,2022,1,Residential," 556,652 ", 378.00 
32022004037789,King Abdullah Economic City,Murooj,2022,4,Residential," 1,135,888 ", 704.00 
32022004037773,King Abdullah Economic City,Hareer,2022,1,Residential," 500,000 ", 127.09 
32022004037772,King Abdullah Economic City,Hareer,2022,1,Residential," 350,000 ", 62.14 
32022004037741,King Abdullah Economic City,Murooj,2022,1,Residential," 380,000 ", 400.15 
32022004037738,King Abdullah Economic City,Hareer,2022,1,Residential," 400,000 ", 62.14 
32022004037737,King Abdullah Economic City,Murooj,2022,1,Residential," 985,000 ", 124.62 
32022004037690,King Abdullah Economic City,Hareer,2022,1,Residential," 515,000 ", 127.09 
32022004037670,King Abdullah Economic City,Murooj,2022,1,Residential," 550,000 ", 123.29 
32022004037652,King Abdullah Economic City,Hareer,2022,3,Residential," 357,521 ", 62.14 
32022004037647,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 1,000,000 ", 196.85 
32021004039592,King Abdullah Economic City,Hejaz,2022,3,Residential," 410,961 ", 308.05 
32021004037573,King Abdullah Economic City,Hareer,2022,1,Residential," 594,977 ", 127.09 
32021004037569,King Abdullah Economic City,Talah,2022,1,Residential," 250,000 ", 384.69 
32021004037566,King Abdullah Economic City,Hareer,2022,1,Residential," 240,000 ", 62.14 
32021004037559,King Abdullah Economic City,Murooj,2022,1,Residential," 1,226,700 ", 293.47 
32021004037544,King Abdullah Economic City,Murooj,2022,2,Residential," 733,577 ", 430.45 
32021004037543,King Abdullah Economic City,Talah,2022,4,Residential," 571,050 ", 475.00 
32021004037542,King Abdullah Economic City,Hareer,2022,3,Residential," 572,977 ", 127.09 
32021004037541,King Abdullah Economic City,Talah,2022,1,Residential," 434,000 ", 360.00 
32021004037539,King Abdullah Economic City,Talah,2022,2,Residential," 446,000 ", 376.74 
32021004037538,King Abdullah Economic City,Murooj,2022,1,Residential," 817,177 ", 506.48 
32021004037537,King Abdullah Economic City,Hareer,2022,3,Residential," 495,521 ", 96.14 
32021004037536,King Abdullah Economic City,Talah,2022,1,Residential," 715,500 ", 493.90 
32021004037535,King Abdullah Economic City,Hareer,2022,1,Residential," 311,521 ", 62.14 
32021004037534,King Abdullah Economic City,Talah,2022,1,Residential," 329,789 ", 321.77 
32021004037505,King Abdullah Economic City,Murooj,2022,1,Residential," 283,889 ", 407.70 
32021004037488,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 948,175 ", 125.90 
32021004037487,King Abdullah Economic City,Talah,2021,4,Residential," 250,000 ", 374.18 
32021004037486,King Abdullah Economic City,Hareer,2022,1,Residential," 350,000 ", 62.14 
32021004037407,King Abdullah Economic City,Murooj,2021,4,Residential," 270,000 ", 400.15 
32021004037398,King Abdullah Economic City,Murooj,2022,1,Residential," 1,784,267 ", 596.53 
32021004037382,King Abdullah Economic City,Murooj,2022,1,Residential," 665,000 "," 1,108.45 "
32021004037380,King Abdullah Economic City,Murooj,2021,4,Residential," 3,410,977 ", 907.39 
